No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Col28,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]",Col50,Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
1,2019/01/26,10:56:24,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,,,,,,,,,,32.886,1.539,-2.335,,223.158,1:30,1.552,0.435,2.058,-1.005,0.284,0.266,0.976,0.051,29.411,-6.101,-0.423,0.513,,,,,,,,,,,,-0.301,0.388,-0.397,15.240,1.566,1.346,-32.517,0.954,-2.748,6.356,-9.862,"Coe College","Coe College",,,,,{6FAA66DC-9709-459A-8EEB-3077550560FB},-0.068,0.910
2,2019/01/26,10:56:38,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,"Called Strike",,,,,,,32.779,-0.009,-1.437,,203.010,12:45,1.762,0.363,2.026,-0.864,0.438,0.186,0.896,0.148,29.373,-6.586,-0.099,0.515,,,,,,,,,,,,-0.235,0.607,-0.343,15.240,1.743,0.918,-32.423,-0.009,-2.332,6.314,-7.874,"Coe College","Coe College",,,,,{52C9420A-3813-47B7-8605-5EAA71DC17F1},-0.171,0.849
3,2019/01/26,10:56:51,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,,,,,,,,,,30.809,1.285,-2.331,1522.00,195.852,12:30,1.659,0.454,1.902,-1.049,0.431,0.123,0.971,-0.079,27.696,-6.636,-1.434,0.549,,,,,,,,,,,,-0.265,0.554,-0.404,15.240,1.672,1.362,-30.603,0.667,-1.807,5.449,-8.691,"Coe College","Coe College",,,,,{2C4F6A96-5CC2-4432-9C3B-5CE753AC3F6C},0.053,0.910
4,2019/01/26,10:57:05,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Changeup,,"Intentional Ball",,,,,,,30.585,2.394,-0.018,1340.00,181.453,12:0,1.595,0.299,2.001,-0.592,0.920,0.023,1.672,0.318,27.039,-2.329,0.026,0.555,,,,,,,,,,,,0.240,0.684,-0.275,15.240,1.594,-0.604,-30.247,1.549,2.425,5.740,-5.944,"Coe College","Coe College",,,,,{965DD42B-4372-4DD9-B204-1858FB45FE94},-0.267,1.610
5,2019/01/26,10:57:20,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,33.021,0.990,1.054,1860.00,182.371,12:0,1.610,0.469,2.255,-0.742,0.503,0.021,1.140,0.780,29.537,-4.798,1.382,0.504,18.484,-12.787,-8.077,,,,,2.356,,,0.124,-0.226,0.427,-0.518,15.240,1.606,0.055,-32.737,0.920,-3.521,6.292,-9.194,"Coe College","Coe College",,,,,{EADD4823-3CB2-4081-8A10-F246ED299E62},-0.883,1.019
6,2019/01/26,10:57:37,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,33.281,0.547,-4.558,1169.00,262.494,2:45,1.680,0.300,2.110,-1.161,0.094,0.715,0.671,-0.253,29.862,-8.198,0.720,0.506,,,,,,,,,,,,-0.411,0.366,-0.180,15.240,1.663,1.947,-32.923,0.333,-3.735,6.398,-10.972,"Coe College","Coe College",,,,,{7F4C75DF-2203-463E-9E7D-0C37219E0052},0.322,0.618
7,2019/01/26,10:57:50,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,"Called Strike",,,,,,,33.319,0.520,-3.055,1880.00,229.453,1:45,1.688,0.483,2.018,-0.834,0.421,0.492,1.000,0.122,29.906,-5.947,0.318,0.506,,,,,,,,,,,,-0.285,0.490,-0.396,15.240,1.658,1.257,-32.958,0.510,-2.748,6.194,-8.651,"Coe College","Coe College",,,,,{39C49CC7-C0B3-45B7-A473-9AA46605E75C},-0.108,0.953
8,2019/01/26,10:58:04,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Changeup,,Ball,,,,,,,30.774,-0.006,-5.181,1475.00,213.730,1:0,1.653,0.469,1.972,-1.244,0.250,0.167,0.407,-0.818,27.694,-9.298,-3.974,0.552,,,,,,,,,,,,-0.575,0.505,-0.382,15.240,1.620,3.130,-30.439,0.112,-3.593,5.704,-10.256,"Coe College","Coe College",,,,,{B2528F64-648A-4728-AC7F-46A36C04A06A},0.742,0.360
9,2019/01/26,10:58:17,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,31.690,0.255,-2.672,1550.00,121.271,10:0,1.658,0.385,2.191,-1.175,0.192,-0.316,0.554,-0.668,28.515,-8.724,-4.722,0.528,,,,,,,,,,,,-0.395,0.509,-0.388,15.240,1.641,2.483,-31.395,0.130,-2.235,6.143,-9.741,"Coe College","Coe College",,,,,{FDAD294C-664F-45BA-A964-591F33DA7CEB},0.564,0.524
10,2019/01/26,10:58:34,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,32.789,0.234,3.370,1851.00,163.007,11:30,1.900,0.220,2.013,-0.037,1.309,-0.400,1.928,0.762,28.675,-0.268,0.430,0.524,,,,,,,,,,,,0.319,1.001,-0.311,15.240,1.865,-1.524,-31.748,0.555,2.582,6.120,-1.551,"Coe College","Coe College",,,,,{AA35A9A4-0677-43CD-B565-069EC1E60BF5},-0.747,1.952
11,2019/01/26,10:58:53,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,,,,,,,,,,32.745,0.823,-4.326,1848.00,253.672,2:30,1.681,0.515,2.080,-1.098,0.196,0.668,0.813,-0.022,29.417,-7.469,0.580,0.513,,,,,,,,,,,,-0.717,0.586,-0.466,15.240,1.692,2.677,-32.301,0.075,-7.250,5.926,-8.133,"Coe College","Coe College",,,,,{FE150C10-900F-49C5-BE5C-14DA3734BD37},-0.013,0.805
12,2019/01/26,10:59:05,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,"Called Strike",,,,,,,33.520,0.544,-0.529,1857.00,137.170,10:30,1.634,0.302,2.108,-1.126,0.088,-0.082,0.659,0.073,30.343,-7.954,-1.127,0.497,,,,,,,,,,,,-0.131,0.437,-0.313,15.240,1.644,0.679,-33.260,0.117,-1.137,6.189,-9.989,"Coe College","Coe College",,,,,{9E0B7C97-2A47-421E-95AD-41EF3C8C459F},-0.121,0.630
13,2019/01/26,10:59:19,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,32.894,0.876,-6.255,1828.00,261.860,2:45,1.678,0.658,2.022,-1.213,0.106,0.743,0.711,-0.351,29.302,-8.052,-0.590,0.519,,,,,,,,,,,,-0.984,0.416,-0.539,15.240,1.654,3.971,-32.088,0.432,-9.398,5.645,-10.335,"Coe College","Coe College",,,,,{75149C13-6358-4A99-BBC2-C328BF06F402},0.285,0.677
14,2019/01/26,10:59:32,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,30.809,-0.064,-3.365,,182.884,12:0,1.724,0.298,2.001,-1.250,0.221,0.011,0.457,-0.632,27.833,-9.426,-3.223,0.547,,,,,,,,,,,,-0.412,0.696,-0.266,15.240,1.715,2.317,-30.530,-0.397,-2.491,5.825,-8.287,"Coe College","Coe College",,,,,{829DB459-8E16-49D1-A585-E8F2C5A604C3},0.588,0.454
15,2019/01/26,10:59:47,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Curveball,,"Called Strike",,,,,,,28.483,4.012,-1.405,1705.00,159.866,11:15,1.508,0.448,1.900,-1.431,0.369,-0.135,1.206,-0.082,25.059,-6.756,-2.422,0.606,,,,,,,,,,,,-0.069,0.431,-0.412,15.240,1.535,0.791,-27.916,2.028,0.207,5.047,-9.805,"Coe College","Coe College",,,,,{FE816381-D519-485D-B17C-8D952DA2B9D3},0.057,1.156
16,2019/01/26,11:00:04,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,,,,,,,,,,26.628,5.087,2.251,,141.155,10:45,1.410,0.212,2.111,-1.065,0.978,-0.787,1.761,0.050,23.082,-3.265,-3.473,0.645,,,,,,,,,,,,0.438,0.546,-0.271,15.240,1.461,-0.698,-26.089,2.847,3.502,5.087,-8.580,"Coe College","Coe College",,,,,{E830E8A3-0EC1-4896-B6A9-ED643A1070B3},-0.063,1.630
17,2019/01/26,11:00:09,0,0,"Hunter Collachia",{4077D084-F300-42A0-B9DF-5D785E84FC82},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,,,,,,,,,,14.743,13.072,7.701,,,,1.491,0.184,3.918,,,,,,,,,,,,,,,,,,,,,-0.087,10.325,-0.185,15.240,2.513,-1.164,-12.740,-3.177,-0.936,0.442,6.688,"Coe College","Coe College",,,,,{533FBD9F-067D-4905-B698-29CB7AEE68BD},-2.232,3.465
