Player,teamID,IP,k.rate,bb.rate,BABIP,era,FIP,year
Jake Lewis,BVU,15.1,15.2,16,0.359,6,4.02,2016
J Lowery,SIM,12,46.2,7.7,0.429,6,-0.38,2016
Frankie Mauro,CEN,6.2,15.2,8.9,0.364,6.19,1.92,2016
Nathan Schneiderman,DBQ,12.1,12.5,18.8,0.214,6.23,2.53,2016
Patrick Moriarty,LOR,20.1,14.1,10.2,0.346,6.37,3.05,2016
Charlie Ruff,BVU,4,25.9,15.5,0.333,6.75,2.89,2016
Jake Halverson,LUT,4,8.7,13,0.381,6.75,2.04,2016
Ryan LaPage,LUT,2,12.5,12.5,0.429,6.75,2.6,2016
Robert Primrose,WAR,43,60,60,0.5,6.75,8.67,2016
Tyler Englehardt,SIM,14.1,17.2,15.1,0.342,6.94,2.84,2016
Joe Silversmith,LUT,5.1,17.8,15.6,0.472,7.2,3.61,2016
Trey Kehoe,SIM,17.2,16.7,4.4,0.438,7.29,1.94,2016
Ryan Duncan,BVU,35,22,18,0.447,7.36,3.78,2016
Charlie Palmer,CEN,6,14.5,14.5,0.34,7.39,4.02,2016
Blake Judkins,CEN,3,19.3,24.6,0.315,7.42,5.4,2016
David Keaton,COE,30.2,10.4,18.7,0.35,7.67,4.52,2016
Tyler Trifiletti,DBQ,33,18.3,7.8,0.376,7.71,1.61,2016
Alex Milne,COE,6.1,12,8,0.349,7.82,3.76,2016
Jonathan Greiner,SIM,29,2.3,9.1,0.372,8.1,2.34,2016
Tyler Smith,COE,17.2,15.6,8.9,0.389,8.27,4.31,2016
Seth Eash,CEN,20.1,15.9,6.8,0.364,8.38,7.49,2016
Colin Coffey,LUT,9,13.3,13.3,0.28,8.59,3.86,2016
Derek Kornfeind,DBQ,20,18.9,8.1,0.379,8.64,3.56,2016
James Christ,COE,8.2,4.8,8.3,0.338,8.69,4.22,2016
Gavin Nadermann,WAR,15,15.4,11.5,0.372,8.76,2.98,2016
Daultan Gibson,SIM,12.1,15.7,8.7,0.495,9,3.63,2016
Nick Petruzzi,LOR,4,5.9,35.3,0.438,9,7.86,2016
Collin Nimrod,LUT,3,8.8,14,0.42,9.26,5.85,2016
Robert Hovey,LOR,3,12.2,21.6,0.317,9.33,5.44,2016
Nate Whitham,LUT,3,7.3,14.6,0.378,9.39,5.05,2016
Kyle Crampton,CEN,1,17.9,17.9,0.4,9.9,5.97,2016
Tyler Tomaka,LOR,1,20.8,29.2,0.278,9.95,8.32,2016
Michael Knouse,WAR,14.1,28.2,17.9,0.5,11,3.43,2016
Sawer Ocheltree,SIM,6.2,14.3,4.8,0.412,11.25,4.04,2016
Curt Castenson,SIM,8.1,19,16.7,0.529,12.46,2.61,2016
Andrew Brierton,COE,2.2,10.3,6.9,0.435,12.79,10.12,2016
Nick Spiess,LOR,4.2,18.2,15.6,0.484,13.21,4.16,2016
Adam Richman,SIM,16.1,16.3,26.5,0.39,13.89,8.76,2016
Michael Golinski,COE,7.1,6.3,0,0.5,15,4.61,2016
Mitchell Schaffner,CEN,4,20,33.3,0.75,15,8.56,2016
Adam Bernstorf,BVU,2,11.5,26.9,0.364,17.47,8.54,2016
Jacob Petry,SIM,4.1,6.3,6.3,0.571,19.29,8.51,2016
Phillip Lapointe,LUT,1,12.5,25,0.385,20.25,11.32,2016
Colin Sexton,SIM,4.2,0,40,0.333,27,19.47,2016
Adam Carey,CEN,1.1,7.7,30.8,0.583,36,11.69,2016
Zach Forkenbrock,LOR,1,0,33.3,0.667,54,40.39,2016
A. Bohling,WAR,0.2,28.5,11.5,0.237,0.89,1.44,2017
Lucas Robbins,COE,0.1,21.8,11.8,0.258,3.55,2.85,2017
Michael Golinski,COE,0,22.5,12.7,0.333,4.18,4.44,2017
Tyler Tomaka,LOR,62.1,27.2,14,0.39,4.55,3.16,2017
Westendorf,LUT,84,12.9,16.1,0.296,0,3.63,2017
Jared Scdoris,NWU,86.2,40,10,0.333,0,0.38,2017
Mitch Adams,LUT,56.2,66.7,16.7,0,0,0.42,2017
Nate Haveman,BVU,78,66.7,0,0,0,-2.44,2017
Jordan Nelson,DBQ,55.1,0,100,0,0,11.43,2017
Zach Greder,CEN,73.2,0,0,0,0,57.16,2017
Nathan Schneidermann,DBQ,60,33.9,6.5,0.22,0.47,0.46,2017
A. Jordan,WAR,62,17.6,10.3,0.339,0.96,1.39,2017
Kyle Jagminas,LOR,52.2,8.7,0,0.19,1.59,0.63,2017
Dylan Diveney,CEN,53.2,26.6,7.8,0.265,1.66,0.56,2017
Eli Patrikus,LUT,66.2,8.6,0,0.281,2,-0.41,2017
Dalton Mason,BVU,62.1,27.2,8.6,0.31,2.05,2.06,2017
Nick Sewruk,DBQ,71,22.6,3.8,0.366,2.13,0.68,2017
Jake Lewis,BVU,52.1,12.4,12.4,0.281,2.21,3.06,2017
Chase Kueter,DBQ,67.2,22.3,3.9,0.298,2.24,0.84,2017
Jack Greene,COE,70,27.1,18.6,0.258,2.41,3.87,2017
B. Milewski,WAR,59.2,22.7,31.8,0.235,2.45,4.78,2017
M. Langheinr,WAR,65.2,24.8,6.8,0.284,2.54,2.34,2017
Thomas Schaedel,COE,50.1,21.3,7.7,0.299,2.57,2.13,2017
Egan Bonde,BVU,56.2,11.9,7.3,0.323,2.57,1.88,2017
Nate Beckman,LUT,54.2,17.5,5.5,0.319,2.6,1.41,2017
Billy Coppage,CEN,48,11.7,9.6,0.246,2.61,3.35,2017
Gage Smart,BVU,53,21.7,9.3,0.297,2.62,1.51,2017
T. Gilson,WAR,50.2,21.9,7.4,0.264,2.69,2.15,2017
McKnight,LUT,38.1,8.3,33.3,0.364,2.7,12.51,2017
Brody Murphy,NWU,5,25,11.4,0.291,2.86,3.03,2017
Tanner Wood,CEN,4,25,12.5,0.381,2.87,1.89,2017
Zach Edwards,CEN,3,12.6,5.1,0.327,3.05,1.97,2017
Adam Carey,CEN,1.1,26.4,23,0.21,3.08,6,2017
Jacob Hadaway,BVU,1,25.9,11.9,0.287,3.13,2.47,2017
Andy Bower,BVU,0.2,20,14.7,0.322,3.2,4,2017
Tanner Jansen,SIM,11.1,25,4.5,0.369,3.33,0.85,2017
Ben Milks,LOR,15,20.7,8.1,0.386,3.34,1.39,2017
E. Huber,WAR,18.2,23,6.6,0.37,3.52,2.9,2017
Cody Reimer,LUT,26.1,18.6,14,0.357,3.55,2.99,2017
Doug Van Dyke,DBQ,3.2,17.9,6.7,0.338,3.66,1.24,2017
Zach Forkenbrock,LOR,41,10.3,8.6,0.385,3.68,3.11,2017
Robert Hovey,LOR,11,14.6,8.7,0.359,3.76,2.75,2017
Ethan Weinandy,CEN,33,21.3,17,0.324,3.86,4.53,2017
Blake Vande Hoef,BVU,20,12.5,20.8,0.238,3.86,5.19,2017
Jordan Kaplan,COE,22.1,10,15,0.333,3.86,3.5,2017
Jesse Maguire,NWU,25.1,21.3,7.3,0.32,3.93,2.1,2017
Joe Silversmith,LUT,6.2,19.5,9.4,0.346,4.04,2.45,2017
Jayden Clark,BVU,4.1,6.7,8.9,0.357,4.09,2.27,2017
Nicholas Long,CEN,14.2,16.1,13,0.33,4.11,3.17,2017
Teddy Klingsporn,LUT,8,21.9,4.1,0.367,4.11,0.99,2017
Cal Kragenbrink,COE,17.2,11.8,23.5,0.241,4.15,10.31,2017
Reed Stumpf,DBQ,7.2,18.9,6.1,0.376,4.27,1.63,2017
Ben Jacobson,COE,27.2,18.1,5.7,0.363,4.38,1.45,2017
T. Eckhart,WAR,38.2,24.8,3.9,0.357,4.41,1.85,2017
Trey Kehoe,SIM,12.1,8.7,6.5,0.335,4.42,2.5,2017
M. Knouse,WAR,19.1,23.2,10.6,0.352,4.5,2.64,2017
Tommy Gleason,LUT,18.2,12.5,25,0.286,4.5,7.96,2017
Brad Schwind,LOR,21.1,26.5,9.1,0.329,4.55,3.01,2017
Tate Holmes,BVU,28.2,10.1,6,0.303,4.66,3,2017
Nick Spiess,LOR,25.1,17.7,18.3,0.338,4.67,4.75,2017
Aidan Wojciehowski,LOR,28.1,27.5,15.4,0.323,4.81,3.16,2017
Patrick Moriarty,LOR,13.2,15.6,12.2,0.289,4.86,4.33,2017
Keenan Jones,BVU,33,12.4,9.1,0.304,5.01,3.39,2017
G. Nadermann,WAR,3,21.3,6.3,0.397,5.03,1,2017
Austin Ragland,NWU,36.1,13.3,6.1,0.327,5.04,2.37,2017
Charlie Palmer,CEN,4.1,22.2,12.4,0.305,5.18,3.22,2017
Kyle Crampton,CEN,29.2,9.9,8.5,0.365,5.29,4.42,2017
C. Tomkins,WAR,16,18.1,9.6,0.342,5.4,3.47,2017
Trent Van Egtern,DBQ,5.1,18.8,6,0.337,5.4,3.28,2017
Derek Erwin,DBQ,4,25.4,8.5,0.364,5.4,1.07,2017
Ryan LaPage,LUT,1.1,13.9,11.1,0.355,5.4,2.07,2017
Alex Milne,COE,23.1,10.4,4.2,0.419,5.59,1.2,2017
Colin Coffey,LUT,10,30.9,14.4,0.406,5.6,3.07,2017
Micah Hoage,NWU,21,9.2,7.3,0.361,5.61,3.44,2017
Caylor Deeth,SIM,11,8.3,18.3,0.291,5.62,3.91,2017
Michael Prang,LOR,31.2,20,13.3,0.273,5.62,8.57,2017
Andrew Schmit,COE,30.1,15.4,8.2,0.349,5.75,3.74,2017
Ben Voss,LUT,31.2,15.2,9.1,0.357,5.87,2.33,2017
Nate Teitler,NWU,28,20,25.5,0.295,6.06,5.2,2017
Sean Conneely,LOR,12.2,16.7,8.3,0.4,6.17,1.68,2017
Joey Cardamon,LUT,10,20,10,0.396,6.28,2.61,2017
Adam Richman,SIM,20.2,17.5,6.5,0.397,6.57,2.32,2017
Connor Cech,NWU,9.2,8.6,6.9,0.34,6.59,3,2017
Cam Lulow,NWU,7.1,11.7,5.3,0.321,6.65,3.71,2017
James Christ,COE,8.1,0,8.7,0.348,6.75,3.36,2017
Casey Hendricks,BVU,19.2,22.7,31.8,0.294,6.75,6.65,2017
Tyler Dralle,COE,12.1,9.1,4.5,0.35,6.75,1.76,2017
Dalton Hinrichs,NWU,27,13,13,0.385,6.98,6.33,2017
Curt Castenson,SIM,4,12.4,13.4,0.315,7.04,4.12,2017
Jacob Padilla,DBQ,11.2,13,7.2,0.331,7.18,3.21,2017
Nick Carlisle,SIM,18.1,10,8.3,0.358,7.43,6.7,2017
Devon Veach,SIM,7.2,34.4,34.4,0.381,7.56,7.52,2017
Tyler Vorrie,BVU,10,12.8,10.6,0.425,7.71,5.25,2017
Sam Condello,NWU,6.1,10.9,6.9,0.402,8.06,5.32,2017
Colson Frakes,SIM,9,18.9,18.9,0.417,8.47,5.05,2017
J Lowery,SIM,4,6.7,26.7,0.22,8.49,10.21,2017
Colin Sexton,SIM,8.2,18.4,23.7,0.361,8.85,5.87,2017
Alex Oswald,NWU,6.1,0,16.7,0.5,9,5.72,2017
Rece Martin,CEN,15.2,10.7,21.4,0.408,9.24,6.73,2017
Blake Judkins,CEN,11.2,40,23.3,0.444,9.39,5.11,2017
Tyler Englehardt,SIM,3,15.9,32.9,0.418,9.64,9.9,2017
,BVU,3,20,30,0.375,10.12,6.69,2017
Nick Bruno,NWU,5.2,12.8,35.9,0.188,10.97,13.01,2017
Mason Whitham,LUT,2.1,29.6,22.2,0.632,11.12,12.41,2017
David Keaton,COE,4,17.9,39.3,0.391,11.57,8.93,2017
Derek Kornfeind,DBQ,2,11.4,0,0.452,12.38,0.82,2017
Tyler Carlson,DBQ,2,20,6.7,0.545,13.5,10.39,2017
Spencer Hoyka,CEN,0.1,0,20,0.5,13.5,8.57,2017
Robert Stanton,CEN,40.2,29.5,36.4,0.387,14.4,10.42,2017
Jeffrey Anders,COE,33,22.2,22.2,0.429,15.43,4.28,2017
Richard Bryza,LOR,28,4.2,4.2,0.429,15.75,11.53,2017
Zach Kammin,COE,27.2,14.3,0,0.5,20.25,-1.11,2017
Tucker McHugh,NWU,8.1,7.1,14.3,0.538,23.14,7.59,2017
Brian Sholty,DBQ,2.2,33.3,22.2,0.833,27,11.24,2017
Jonathan Greiner,SIM,2,0,10,0.474,33,12.65,2017
Nolan Even,LOR,1,0,0,0.667,81,208.04,2017
Owen Gubbels,NWU,1,0,0,1,99,NA,2017
Tanner Eckhart, WAR,0.1,23,3.5,0.29,1.2,0.1,2018
Joey Cardamon, LUT,38,18,4.8,0.258,1.43,1.01,2018
Alex Timp, COE,18.2,13.2,10,0.255,2.67,2.41,2018
Chase Kueter, DBQ,5.2,22.1,2.5,0.27,2.68,0.23,2018
Brad Schwind, LOR,43.1,33.8,11.3,0.308,2.81,1.5,2018
Tyler Boesel, LUT,9,22.1,10.5,0.327,2.82,1.64,2018
Doug Van Dyke, DBQ,22,22.5,4,0.307,2.99,0.57,2018
Tyler Carlson, DBQ,12.2,11.4,4.6,0.307,3.19,0.95,2018
Jack Greene, COE,69.1,29.8,20.4,0.331,3.28,2.8,2018
Benjamin Milewski, WAR,80.1,15.2,9.5,0.295,3.41,2.01,2018
Colin Coffey, LUT,59.2,20.8,6.2,0.315,3.43,1.17,2018
Nick Spiess, LOR,7.1,18.2,6.5,0.328,3.64,1.44,2018
Darren Kilpatrick, WAR,85,11,6.2,0.262,3.69,1.26,2018
Dylan Diveney, CEN,73.2,30.4,7.5,0.401,3.71,1.07,2018
Riley Ward, NWU,28,18.5,8.9,0.316,3.76,2.4,2018
Dylan Gotto, WAR,83,20,9.7,0.345,3.77,1.33,2018
Zach Edwards, CEN,51.2,22.6,5.8,0.365,4.05,0.98,2018
Eric LaRue, BVU,34.1,21.5,19.8,0.319,4.3,2.59,2018
Andrew Schmit, COE,97,18.4,8,0.327,4.38,1.77,2018
Egan Bonde, BVU,3.1,14.4,3,0.325,4.42,0.94,2018
Jesse Maguire, NWU,72.1,20.3,10,0.375,4.64,1.9,2018
Nick Long, CEN,15.2,19,8,0.363,4.76,1.6,2018
Tanner Jansen, SIM,44.1,18,10.4,0.328,4.83,1.87,2018
Trey Kehoe, SIM,26.1,15,10.4,0.352,5.19,2.99,2018
Gage Smart, BVU,69,13.9,11.5,0.324,7.01,3.55,2018
Hayden Parker, NWU,19.2,14.3,4.6,0.365,7.22,1.77,2018
Curt Castenson, SIM,27,19.3,15.6,0.39,7.55,4.21,2018
J. Seifert, NWU,29.2,16.7,8.3,0.3,0,2.23,2018
Brady Kraus, WAR,15.1,25,25,0.333,0,3.04,2018
N. Teitler, NWU,63.1,0,25,0.25,0,4.25,2018
Spencer Davidson, CEN,71.1,0,0,0.2,0,0,2018
Tyler Tennyson, BVU,14.2,12.5,0,0.571,0,3.34,2018
Micah Hoage, NWU,52.2,33.3,0,0,0,-0.91,2018
Travis Pelton, LOR,11.2,75,0,1,0,-2.72,2018
Brent Pendraft, SIM,7,0,75,0.5,0,84.93,2018
James Christ, COE,4.2,33.3,0,0.5,0,-9.06,2018
W. Stute, NWU,73.1,0,Inf,0,0,Inf,2018
McCarville, NWU,42.1,0,Inf,0,0,Inf,2018
Ryan LaPage, LUT,11,25.9,11.1,0.3,1.23,2.7,2018
Calvin Brinda, LUT,57,11.1,9.5,0.357,1.26,1.36,2018
Tyler Tomaka, LOR,65.2,35.2,13.2,0.22,1.37,0.84,2018
Aidan Wojciehowski, LOR,8.2,38.8,7.9,0.306,1.6,0.27,2018
Zach Kammin, COE,59,20.6,2.9,0.222,1.8,0.64,2018
Ben Milks, LOR,63.2,9.1,10.9,0.153,2.05,2.83,2018
Drew Poulas, NWU,63.1,31.3,0,0.364,2.25,-1.13,2018
Nick Henrichs, BVU,55,30.9,16.5,0.338,2.67,2.65,2018
TJ Johnson, COE,36,19.4,2.8,0.228,2.7,0.78,2018
Nick Bruno, NWU,2,25,16.7,0.333,2.7,1.86,2018
T. McHugh, NWU,61.1,61.5,7.7,0.4,2.7,0.4,2018
Kyle Bode, LUT,38.2,18.2,11.4,0.314,3,3.87,2018
Nathan Schneiderman, DBQ,44.1,36.7,9.3,0.389,3.18,0.46,2018
Erik Edminster, LOR,24.1,8.5,10.6,0.209,3.21,1.86,2018
Josh Gonzales, COE,37,11.7,9,0.281,3.54,2.35,2018
Tre Stanton, CEN,46.2,30.6,8.3,0.36,3.6,0.7,2018
TJ Deardorff, COE,19.2,17.2,7.9,0.274,3.66,1.53,2018
Tanner Wood, CEN,50,9.5,10.2,0.286,3.75,2.24,2018
Austin Bohling, WAR,48.2,29.1,15.7,0.372,3.76,2.26,2018
Ryan Riddle, CEN,17,23.1,3.8,0.282,3.95,1.96,2018
Nathan Brown, WAR,23.1,13.3,14.7,0.292,4.12,3.07,2018
Andy Bower, BVU,30,16.1,14.3,0.255,4.2,2.29,2018
N. Bruno, NWU,15,32,12,0.353,4.26,2.29,2018
Tyler Steward, CEN,8.1,23.7,12.7,0.318,4.31,2.64,2018
Jordan Nelson, DBQ,9.2,14.8,8.7,0.378,4.5,1.72,2018
Michael Hoffman, DBQ,35.1,22.5,7,0.37,4.5,1.7,2018
Cameron Reed, LUT,25.2,11.5,6.5,0.367,4.59,3.14,2018
Nick Sewruk, DBQ,16,12.2,6.9,0.348,4.6,0.76,2018
Nolan Even, LOR,8,13.3,10,0.291,4.6,2.51,2018
Doug Knight, DBQ,40.2,13.2,7.4,0.259,4.67,2.66,2018
Tucker McHugh, NWU,7.2,15.2,6.1,0.382,4.7,1.83,2018
Jeffrey Anders, COE,16.1,32.5,27.5,0.37,4.97,4.26,2018
Chris Tomkins, WAR,11.2,18.2,9.1,0.389,4.98,1.52,2018
Robert Hovey, LOR,28.2,20.6,18.4,0.33,5.2,3.56,2018
Lucas Robbins, COE,49.1,17.9,15.1,0.256,5.22,2.86,2018
Ross Hingst, LUT,13.2,13.2,9.6,0.362,5.23,3.35,2018
Tony Rex, WAR,23,18.9,6.1,0.357,5.3,3.16,2018
Rece Martin, CEN,10.2,27.5,17.5,0.393,5.66,3.49,2018
Grant Bliss, LUT,5.1,27.3,0,0.625,5.79,-1.29,2018
Clayton Christian, BVU,5.1,8.5,8.5,0.254,5.82,4.5,2018
Nate Loch, LUT,19.1,25.5,11.8,0.324,5.84,4.52,2018
Tanner Fallon, LOR,46,19.9,3.7,0.393,5.91,1.79,2018
Brian Sholty, DBQ,31.1,30.8,23.1,0.375,6,8.19,2018
Sean Westendorf, LUT,13.1,18.1,15.7,0.328,6.2,3.26,2018
Josh Seifert, NWU,8.1,7.9,5.3,0.265,6.23,2.59,2018
B. Murphy, NWU,9.1,30.7,13.3,0.354,6.27,5.05,2018
Cameron Liston, SIM,22.1,16.7,12.3,0.342,6.27,3.94,2018
David Keaton, COE,17,21.8,18,0.398,6.35,3.68,2018
Gavin Barkema, DBQ,11.2,3.4,10.3,0.333,6.43,3.9,2018
Tyler Dralle, COE,20.1,30.6,10.2,0.333,6.75,1.93,2018
Josh Sharp, CEN,1,33.3,0,0.5,6.75,-0.59,2018
Michael Sunga, SIM,12.2,25.4,34.3,0.34,7.02,5.34,2018
Nathan Schwanke, CEN,7.2,14.8,16.4,0.404,7.36,2.72,2018
Colin Sexton, SIM,18.2,33,15.5,0.456,7.5,3.25,2018
Devon VanHouten, BVU,2.2,20,40,0.375,7.71,7.23,2018
Tyler Heineman, BVU,10.2,14.2,7.4,0.379,8.29,2.74,2018
Brody Murphy, NWU,5.2,18.4,8.2,0.388,8.31,1.63,2018
Connor Cech, NWU,7,14.6,7.9,0.461,8.55,1.53,2018
Emmanuel JEffery, WAR,8,23.1,0,0.4,9,0.51,2018
Adam Carey, CEN,2.2,0,0,0.25,9,0,2018
Tom Kunzer, SIM,2,20.5,12,0.477,10,2.36,2018
Nate Teitler, NWU,10,20,30,0.375,10.12,6.9,2018
Tate Holmes, BVU,2.1,10.3,15.9,0.404,10.29,5.28,2018
Devon Veach, SIM,4,11.1,26.7,0.45,10.61,5.1,2018
D. Hinrichs, NWU,1.1,0,40,0.4,10.8,7.08,2018
Dalton Hinrichs, NWU,2.1,16.9,6.8,0.458,10.95,2.63,2018
Sam Condello, NWU,1.2,12.8,17,0.385,10.97,6.66,2018
Marcus Wenzel, CEN,3,18.5,14.8,0.524,11.12,5.37,2018
Jayden Clark, BVU,0.1,11.6,11.6,0.389,12,7.18,2018
Casey Hendricks, BVU,0,17.2,18.8,0.491,12.46,4.46,2018
J Lowery, SIM,75,16.4,18,0.429,12.51,7.77,2018
Sean Conneely, LOR,81.2,16.7,16.7,0.5,12.6,4.37,2018
Jonathan Sailstad, SIM,54,12.2,26.8,0.382,13.5,8.97,2018
R. Ward, NWU,94,50,0,0.5,13.5,2.44,2018
Ethan Coble, SIM,67.1,13.3,26.7,0.615,15.43,7.23,2018
Collin Jurgensmeier, BVU,51,7.7,23.1,0.455,15.43,12.99,2018
AJ Pierce, CEN,78.1,10.9,18.2,0.34,15.53,8.43,2018
Travis Bowman, COE,53.2,16.7,27.8,0.429,15.95,12.56,2018
Wyatt Stute, NWU,46.2,21.4,35.7,0.273,16.2,5.97,2018
S. Condello, NWU,58,18.8,6.3,0.538,18,0.51,2018
Benjamin Mason, WAR,60.1,0,20,0.6,18,4.25,2018
Tyler Vorrie, BVU,54.1,3.2,22.6,0.444,19.5,13.95,2018
Marshall Rice, LOR,39,9.5,14.3,0.5,27,8.51,2018
Shaun Logan, DBQ,53.1,27.3,27.3,0.571,27,12.74,2018
Michael Prang, LOR,38.1,0,33.3,0.667,27,42.46,2018
Chris Gumto, BVU,45.1,4.5,40.9,0.45,29.25,15.31,2018
Kyle Crampton, CEN,53.1,21.1,5.3,0.733,30.38,0.28,2018
Zach Greder, CEN,46,20,40,0.75,40.5,59.17,2018
C. Cech, NWU,61.2,18.2,9.1,0.778,47.25,9.93,2018
Ryan McKnight, LUT,53,0,57.1,0.571,54,16.99,2018
Dalton Vergith, NWU,64,0,400,1,54,169.85,2018
Nate Miller, LUT,51,0,100,1,99,Inf,2018
Trevor Hurd, WAR,54,0,50,1,99,Inf,2018
,,59,,,,,,
,,51.1,,,,,,
,,38.2,,,,,,
,,47.2,,,,,,
,,3,,,,,,
,,1.1,,,,,,
,,1,,,,,,
,,1,,,,,,
,,1,,,,,,
,,1,,,,,,
,,1,,,,,,
,,0.2,,,,,,
,,0.1,,,,,,
,,0,,,,,,
,,0,,,,,,
,,7.1,,,,,,
,,14.1,,,,,,
,,26.1,,,,,,
,,39.1,,,,,,
,,10,,,,,,
,,30.2,,,,,,
,,4,,,,,,
,,27,,,,,,
,,20,,,,,,
,,3.1,,,,,,
,,3.1,,,,,,
,,24,,,,,,
,,39.2,,,,,,
,,14,,,,,,
,,28,,,,,,
,,10,,,,,,
,,39.1,,,,,,
,,36,,,,,,
,,38.1,,,,,,
,,13.2,,,,,,
,,19.2,,,,,,
,,15,,,,,,
,,6.1,,,,,,
,,31.1,,,,,,
,,28,,,,,,
,,18,,,,,,
,,33.1,,,,,,
,,31.1,,,,,,
,,29.1,,,,,,
,,17.1,,,,,,
,,15.1,,,,,,
,,12.2,,,,,,
,,21.2,,,,,,
,,36.1,,,,,,
,,29.1,,,,,,
,,31,,,,,,
,,35.2,,,,,,
,,20.2,,,,,,
,,4.2,,,,,,
,,17,,,,,,
,,12.1,,,,,,
,,32,,,,,,
,,3,,,,,,
,,20.1,,,,,,
,,8.2,,,,,,
,,18.2,,,,,,
,,33,,,,,,
,,34,,,,,,
,,7,,,,,,
,,12,,,,,,
,,5.1,,,,,,
,,16.2,,,,,,
,,14.2,,,,,,
,,24,,,,,,
,,2.1,,,,,,
,,33.2,,,,,,
,,21.2,,,,,,
,,20,,,,,,
,,3,,,,,,
,,1,,,,,,
,,18,,,,,,
,,2.2,,,,,,
,,28,,,,,,
,,9.1,,,,,,
,,1.2,,,,,,
,,12.1,,,,,,
,,10.2,,,,,,
,,5.2,,,,,,
,,9,,,,,,
,,13,,,,,,
,,13.2,,,,,,
,,5,,,,,,
,,9.1,,,,,,
,,2,,,,,,
,,2.1,,,,,,
,,2.1,,,,,,
,,13.1,,,,,,
,,7.1,,,,,,
,,3.1,,,,,,
,,3,,,,,,
,,1,,,,,,
,,6,,,,,,
,,3.1,,,,,,
,,2,,,,,,
,,0.1,,,,,,
,,4,,,,,,
,,2.2,,,,,,
,,0.2,,,,,,
,,1.1,,,,,,
,,1,,,,,,
,,0.1,,,,,,
,,0,,,,,,
,,0,,,,,,